cleaned_source,cleaned_target
tom has earned a number of awards.,START_ टमले धेरै अवार्ड जितिसकेका छन्। _END
tom is a former student of marys.,START_ टम मेरीको पूर्व विद्यार्थी हो। _END
tom is good at baking gingerbread.,START_ टम जिंजरब्रेड पकाउने मा राम्रो छ। _END
tom is likely to be here tomorrow.,START_ टम भोलि यहाँ हुने सम्भावना छ। _END
tom is no longer marys boyfriend.,START_ टम अब मेरीको प्रेमी रहेन। _END
tom left the hospital immediately.,START_ टमले तुरुन्तै अस्पताल छोड्यो। _END
tom put something in marys drink.,START_ टमले मेरीको पेय पदार्थमा केही राख्यो। _END
tom said he had something for you.,START_ टमले तिम्रो लागि केही छ भन्यो। _END
tom said he would quit doing that.,START_ टमले त्यसो गर्न छोड्ने बताए। _END
tom said that mary was very drunk.,START_ टमले मेरी धेरै मातेको बताए। _END
tom speaks french as well as mary.,START_ टम फ्रेन्च बोल्छन् र मेरी पनि। _END
tom threw a chair across the room.,START_ टमले कोठाभरि कुर्सी फ्याँक्यो। _END
tom told mary to try to keep calm.,START_ टमले मेरीलाई शान्त रहन कोसिस गर्न भने। _END
tom urged mary to drive carefully.,START_ टमले मेरीलाई सावधानीपूर्वक गाडी चलाउन आग्रह गरे। _END
tom was dating mary in those days.,START_ टम ती दिनहरूमा मेरीलाई डेट गर्दै थिए। _END
tom was dating mary in those days.,START_ टम त्यतिबेला मेरीसँग डेट गर्दै थिए। _END
tom was sitting alone in his room.,START_ टम आफ्नो कोठामा एक्लै बसिरहेको थियो। _END
tom wasnt wearing a blue sweater.,START_ टमले निलो स्वेटर लगाएको थिएन। _END
